name,domain,country
University of Kwazulu Natal,ukzn.ac.za,za
University of Windsor,uwindsor.ca,ca
Technische Universität Kaiserslautern,uni-kl.de,de
Manchester Metropolitan University,mmu.ac.uk,uk
Mahidol University,mahidol.ac.th,th
(3) Peking University Health Science Center (Beijing Medical University) / 北京大学医学部,bjmu.edu.cn,cn
(3) University of Texas Medical Branch Galveston,utmb.edu,us
Grenoble INP / Institut polytechnique de Grenoble (Communauté Université Grenoble Alpes),grenoble-inp.fr,fr
Cranfield University,cranfield.ac.uk,uk
Universitat Jaume I,uji.es,es
Universidad Nacional de Educación a Distancia UNED,portal.uned.es,es
Bangor University,bangor.ac.uk,uk
Novosibirsk State University / Новосибирский государственный университет,nsu.ru,ru
Missouri University of Science & Technology,mst.edu,us
Johannes Kepler Universität Linz,jku.at,at
Indian Institute of Technology Kanpur,iitk.ac.in,in
University of Ioannina,uoi.gr,gr
Fuzhou University / 福州大学,fzu.edu.cn,cn
Huazhong (Central China) Agriculture University / 华中农业大学,hzau.edu.cn,cn
Boğaziçi University,boun.edu.tr,tr
Leiden University / Universiteit Leiden,universiteitleiden.nl,nl
University of Nebraska Medical Center,unmc.edu,us
Universidade Federal da Bahia,ufba.br,br
National Taiwan Normal University,ntnu.edu.tw,tw
University of Memphis (including Lambuth),memphis.edu,us
Aston University,www2.aston.ac.uk,uk
South China Normal University / 华南师范大学,scnu.edu.cn,cn
Università degli Studi di Ferrara,unife.it,it
University of Ulster,ulster.ac.uk,uk
National Sun Yat Sen University / 國立中山大學,nsysu.edu.tw,tw
Chung Ang University / 중앙대학교,cau.ac.kr,kr
Hohai University / 河海大学,hhu.edu.cn,cn
University of Crete,uoc.gr,gr
Zhejiang University of Technology / 浙江工业大学,zjut.edu.cn,cn
Hacettepe University / Hacettepe Üniversitesi,hacettepe.edu.tr,tr
Southwest University / 西南大学,swu.edu.cn,cn
University of California Merced,ucmerced.edu,us
Universidad de Cantabria,web.unican.es,es
Indian Institute of Technology Kharagpur,iitkgp.ac.in,in
Università degli Studi di Udine,uniud.it,it
University of Macau,um.edu.mo,mo
Universitat Rovira i Virgili,urv.cat,es
University of the West of England,uwe.ac.uk,uk
Ocean University of China / 中国海洋大学,ouc.edu.cn,cn
Nanjing Normal University / 南京师范大学,njnu.edu.cn,cn
Charles Sturt University,csu.edu.au,au
San José State University,sjsu.edu,us
Indian Institute of Technology Delhi,home.iitd.ac.in,in
China University of Petroleum / 中国石油大学,upc.edu.cn,cn
Cairo University,cu.edu.eg,eg
Shahid Beheshti University of Medical Sciences,sbmu.ac.ir,ir
Central China Normal University / 华中师范大学,ccnu.edu.cn,cn
University of New Brunswick,unb.ca,ca
Tomsk State University / Томский государственный университет,tsu.ru,ru
Donghua University / 东华大学,dhu.edu.cn,cn
Marquette University,marquette.edu,us
University of Massachusetts Lowell,uml.edu,us
Université de Tours / Université François Rabelais (ComUE Centre-Val de Loire),univ-tours.fr,fr
Victoria University,vu.edu.au,au
University of Cyprus,ucy.ac.cy,cy
University of Hull,hull.ac.uk,uk
Université PSL Paris,psl.eu,fr
University of New England Australia,une.edu.au,au
University of North Dakota,und.edu,us
Birkbeck University of London,bbk.ac.uk,uk
Universität fur Bodenkultur Wien,boku.ac.at,at
Nanchang University / 南昌大学,ncu.edu.cn,cn
University of Brighton,brighton.ac.uk,uk
Tilburg University,tilburguniversity.edu,nl
Texas State University,txstate.edu,us
University of Szeged / Szegedi Tudományegyetem SZTE,u-szeged.hu,hu
Ernst Moritz Arndt Universität Greifswald,uni-greifswald.de,de
Universidad de Córdoba,uco.es,es
Depaul University,depaul.edu,us
Wright State University,wright.edu,us
Western Michigan University,wmich.edu,us
Okayama University / 岡山大学,okayama-u.ac.jp,jp
East China Normal University / 华东师范大学,ecnu.edu.cn,cn
Peter the Great St.Petersburg Polytechnic University / Санкт-Петербургский Политехнический Университет Петра Великого,spbstu.ru,ru
California State University Northridge,csun.edu,us
National University of Defense Technology (National Defense University) / 国防科学技术大学 (国防科技大学),nudt.edu.cn,cn
Nottingham Trent University,ntu.ac.uk,uk
Aberystwyth University / Prifysgol Aberystwyth,aber.ac.uk,uk
École Polytechnique (Institut Polytechnique de Paris),polytechnique.edu,fr
Universität Mannheim,uni-mannheim.de,de
North China Electric Power University / 华北电力大学,ncepu.edu.cn,cn
(3) University of Texas Health Science Center at Houston,uth.edu,us
Universitas Indonesia,ui.ac.id,id
Bowling Green State University,bgsu.edu,us
National Nuclear Research University (Moscow State Engineering Physics Institute) / Национальный исследовательский ядерный университет МИФИ,mephi.ru,ru
Universitat de Girona,udg.edu,es
Universidad de La Laguna,ull.es,es
(1) Otto Von Guericke Universität Magdeburg,ovgu.de,de
Universidade Federal do Ceará,ufc.br,br
University of Debrecen / Debreceni Egyetem DE,unideb.hu,hu
Free University of Brussels / Vrije Universiteit Brussel VUB,vub.be,be
Keele University,keele.ac.uk,uk
Jiangnan University (Southern Yangtze University) / 江南大学,jiangnan.edu.cn,cn
Universidad de Puerto Rico,upr.edu,pr
Université de Toulouse III / Université Toulouse Paul Sabatier (Université Fédérale Toulouse Midi-Pyrénées),univ-tlse3.fr,fr
California Polytechnic State University Cal Poly,calpoly.edu,us
California State University Los Angeles,calstatela.edu,us
Creighton University,creighton.edu,us
Villanova University,villanova.edu,us
Technische Universität Chemnitz,tu-chemnitz.de,de
Florida Institute of Technology,fit.edu,us
Università degli Studi di Messina,unime.it,it
California State University Fullerton,fullerton.edu,us
Comenius University in Bratislava / Univerzita Komenského v Bratislave,uniba.sk,sk
Boise State University,boisestate.edu,us
Indian Institute of Science Bangalore,iisc.ac.in,in
Nicolaus Copernicus University / Uniwersytet Mikołaja Kopernika w Toruniu,umk.pl,pl
Coventry University,coventry.ac.uk,uk
Liverpool John Moores University,ljmu.ac.uk,uk
National Taiwan University of Science & Technology,ntust.edu.tw,tw
École Polytechnique de Montréal,polymtl.ca,ca
Shaanxi Normal University / 陕西师范大学,snnu.edu.cn,cn
American University of Beirut,aub.edu.lb,lb
Universidad de Alcalá,uah.es,es
University of Hertfordshire,herts.ac.uk,uk
California State University Long Beach,csulb.edu,us
University of Wroclaw / Uniwersytet Wrocławski,uni.wroc.pl,pl
University of Delhi,du.ac.in,in
Nanjing University of Information Science & Technology (ex-Institute of Meteorology) / 南京信息工程大学,nuist.edu.cn,cn
Moscow Institute of Physics and Technology / Московский физико-технический институт государственный университет,mipt.ru,ru
Universität Kassel,uni-kassel.de,de
Harbin Engineering University / 哈尔滨工程大学,hrbeu.edu.cn,cn
Université de Bourgogne / Université de Dijon (comUE Université Bourgogne Franche Comté),u-bourgogne.fr,fr
Australian Catholic University,acu.edu.au,au
Chiang Mai University,cmu.ac.th,th
Brno University of Technology / Vysoké učení technické v Brně VUT,vutbr.cz,cz
Istanbul University,istanbul.edu.tr,tr
Technische Universität Braunschweig,tu-braunschweig.de,de
Oakland University,oakland.edu,us
International School for Advanced Studies / Scuola Internazionale Superiore di Studi Avanzati SISSA di Trieste,sissa.it,it
Università degli Studi di Brescia,unibs.it,it
Vilnius University / Vilniaus universitetas,vu.lt,lt
Goldsmiths University of London,gold.ac.uk,uk
Universität Siegen,uni-siegen.de,de
University of Canberra,canberra.edu.au,au
Nova Southeastern University,nova.edu,us
Nanjing Medical University / 南京医科大学,njmu.edu.cn,cn
Lulea University of Technology / Luleå tekniska Universitet,ltu.se,se
Centro de Investigación y de Estudios Avanzados del IPN CINVESTAV,cinvestav.mx,mx
Università Politécnica delle Marche,univpm.it,it
Santa Clara University,scu.edu,us
Ankara University,ankara.edu.tr,tr
Amirkabir University of Technology,aut.ac.ir,ir
Universidade Federal de Pernambuco,ufpe.br,br
Belarusian State University / Белорусский государственный университет,bsu.by,by
Bilkent University,bilkent.edu.tr,tr
Universidade do Estado do Rio de Janeiro UERJ,uerj.br,br
Queensland University of Technology,qut.edu.au,au
University of Salford,salford.ac.uk,uk
Universität Hohenheim,uni-hohenheim.de,de
(1) Korea University / 고려대학교,korea.ac.kr,kr
De Montfort University,dmu.ac.uk,uk
University of Southern Queensland,usq.edu.au,au
Northwest University / 西北大学,nwu.edu.cn,cn
Ritsumeikan University / 立命館大学,ritsumei.ac.jp,jp
Brock University,brocku.ca,ca
Universidade Federal de São Carlos,ufscar.br,br
Université Sorbonne Paris Nord / Université de Paris 13 (Alliance Sorbonne Paris Cité),univ-paris13.fr,fr
University of Southern Mississippi,usm.edu,us
Copenhagen Business School,cbs.dk,dk
Northeast Normal University / 东北师范大学,nenu.edu.cn,cn
Augusta University (Georgia Regents University Augusta State University),augusta.edu,us
Oxford Brookes University,brookes.ac.uk,uk
Guangdong University of Technology / 廣東工業大學,gdut.edu.cn,cn
Università Ca' Foscari di Venezia,unive.it,it
Université de Versailles / Université de Versailles Saint Quentin en Yvelines (comUE Université Paris Saclay),uvsq.fr,fr
University of Johannesburg,uj.ac.za,za
Universidade Federal do Rio Grande do Norte,ufrn.br,br
Scuola Normale Superiore di Pisa,sns.it,it
Bergische Universität Wuppertal,uni-wuppertal.de,de
Università del Salento (Università degli Studi di Lecce),unisalento.it,it
Bournemouth University,bournemouth.ac.uk,uk
Sharif University of Technology Tehran,sharif.ir,ir
Yeshiva University,yu.edu,us
University of Huddersfield,hud.ac.uk,uk
Tata Institute of Fundamental Research,tifr.res.in,in
University of Arkansas for Medical Sciences,uams.edu,us
Middlesex University,mdx.ac.uk,uk
Université de Besançon / Université de Franche Comté (comUE Université Bourgogne Franche Comté),univ-fcomte.fr,fr
Sheffield Hallam University,shu.ac.uk,uk
Technische Universität Berlin,tu.berlin,de
Université de Caen / Université Caen Normandie (comUE Normandie Université),unicaen.fr,fr
Kazan (Volga Region) Federal University / Kазанский (приволжский) Федеральный Университет,kpfu.ru,ru
Collège de France (Université PSL),college-de-france.fr,fr
Singapore Management University,smu.edu.sg,sg
Howard University,howard.edu,us
Universiti Kebangsaan Malaysia / National University of Malaysia,ukm.my,my
National Chung Hsing University,nchu.edu.tw,tw
Universidad de Las Palmas de Gran Canaria,ulpgc.es,es
University of Dayton,udayton.edu,us
Loma Linda University,llu.edu,us
Poznan University of Technology / Politechnika Poznańska,put.poznan.pl,pl
Tomsk Polytechnic University / Национальный исследовательский Томский Политехнический Университет,tpu.ru,ru
Université Clermont Auvergne,uca.fr,fr
Universität Paderborn,uni-paderborn.de,de
Universidad de Cádiz,uca.es,es
Northwest A & F University / 西北农林科技大学,nwafu.edu.cn,cn
Universidad de Extremadura,unex.es,es
Chapman University,chapman.edu,us
Nanjing University of Posts & Telecommunications / 南京邮电大学,njupt.edu.cn,cn
China University of Petroleum Beijing / 中国石油大学(北京),web.cup.edu.cn,cn
Qingdao University / 青岛大学,qdu.edu.cn,cn
Taiyuan University of Technology / 太原理工大学,tyut.edu.cn,cn
Eötvös Loránd University Budapest / Eötvös Loránd Tudományegyetem ELTE,elte.hu,hu
(1) Universidade da Coruña,udc.es,es
Université Fédérale de Toulouse Midi Pyrénées (Université Fédérale Toulouse Midi-Pyrénées),univ-toulouse.fr,fr
Université de Poitiers (comUE Université confédérale Léonard de Vinci),univ-poitiers.fr,fr
Kasetsart University,ku.ac.th,th
King Fahd University of Petroleum & Minerals,kfupm.edu.sa,sa
University of Malta,um.edu.mt,mt
Western Washington University,wwu.edu,us
Wirtschaftsuniversität Wien / Vienna University of Economics and Business,wu.ac.at,at
Wilfrid Laurier University,wlu.ca,ca
Università degli Studi dell'Aquila,univaq.it,it
Central Michigan University,cmich.edu,us
University of Central Lancashire,uclan.ac.uk,uk
South Dakota State University,sdstate.edu,us
Tarbiat Modares University,modares.ac.ir,ir
University Babes Bolyai,ubbcluj.ro,ro
Tecnológico de Monterrey,tec.mx,mx
Southern Cross University,scu.edu.au,au
James Madison University,jmu.edu,us
Konkuk University / 건국대학교,konkuk.ac.kr,kr
Yangzhou University / 扬州大学,yzu.edu.cn,cn
Lappeenranta University of Technology / Lappeenrannan teknillinen yliopisto,lut.fi,fi
Universitat Oberta de Catalunya,uoc.edu,es
University of Greenwich,gre.ac.uk,uk
Universidad de Concepción,udec.cl,cl
Appalachian State University,appstate.edu,us
Université Libre de Bruxelles,ulb.be,be
Instituto Politécnico Nacional,ipn.mx,mx
Lincoln University,lincoln.ac.uk,uk
Silesian University of Technology in Gliwice / Politechnika Śląska w Gliwicach,polsl.pl,pl
Universidad de Guadalajara,udg.mx,mx
Montclair State University,montclair.edu,us
Shinshu University / 信州大学,shinshu-u.ac.jp,jp
Stevens Institute of Technology,stevens.edu,us
University of Ulsan / 울산대학교,ulsan.ac.kr,kr
Tokyo University of Science / 東京理科大学,tus.ac.jp,jp
Universidad Miguel Hernández,umh.es,es
(2) Universidad de La Rioja,unirioja.es,es
Ulsan National Institute of Science & Technology UNIST,unist.ac.kr,kr
(3) University of Tennessee Health Science Center Memphis,uthsc.edu,us
Universidad del País Vasco / Euskal Herriko Unibertsitatea,ehu.eus,es
Cleveland State University,csuohio.edu,us
Kanazawa University / 金沢大学,kanazawa-u.ac.jp,jp
Qatar University,qu.edu.qa,qa
Texas Christian University,tcu.edu,us
East China University of Science & Technology / 华东理工大学,ecust.edu.cn,cn
Beijing Forestry University / 北京林业大学,bjfu.edu.cn,cn
Indian Institute of Technology Roorkee,iitr.ac.in,in
Nanjing Tech University / 南京工业大学,njtech.edu.cn,cn
University of Missouri Saint Louis,umsl.edu,us
Universität zu Lubeck,uni-luebeck.de,de
Abo Akademi University,abo.fi,fi
University of South Africa,unisa.ac.za,za
University of Nebraska Omaha,unomaha.edu,us
Hangzhou Dianzi University / 杭州电子科技大学,hdu.edu.cn,cn
Georgia Southern University,georgiasouthern.edu,us
Anhui University / 安徽大学,ahu.edu.cn,cn
(3) University of Oklahoma Health Sciences Center,ouhsc.edu,us
University of Turku / Turun yliopisto,utu.fi,fi
Nihon University / 日本大学,nihon-u.ac.jp,jp
Medizinische Universität Graz,medunigraz.at,at
Institute of Cancer Research University of London,icr.ac.uk,uk
Università degli Studi Gabriele d'Annunzio Chieti e Pescara,unich.it,it
Bucknell University,bucknell.edu,us
Institute for Advanced Study,ias.edu,us
Universität Augsburg,uni-augsburg.de,de
Wesleyan University,wesleyan.edu,us
Institut National des Sciences Appliquées de Lyon / INSA Lyon (comUE Université de Lyon),insa-lyon.fr,fr
ParisTech Institut des Sciences et Technologies de Paris,paristech.fr,fr
Koç University,ku.edu.tr,tr
University of Thessaly,uth.gr,gr
University of Alabama Huntsville,uah.edu,us
